id,invoice_id,supplier_id,supplier_name,category,amount,currency,po_number,date,amount_variance,duplicate_score,supplier_risk,po_match_confidence,tax_regulatory_compliance,commodity_volatility,historical_pattern,environmental_risk,events,commodity,provenance
INV-2026-02838,INV-2026-02838,SUP-010,Helix Lab Supplies,mro,9002.68,USD,PO-2026-012838,2026-10-14,0.2671,0.0917,0.4895,0.82,0.8824,0.4831,0.8087,0.3405,[],maintenance kits,synthetic_demo
INV-2026-02839,INV-2026-02839,SUP-004,Novatek IT Services,services,30983.42,USD,PO-2026-012839,2026-10-15,0.1906,0.3291,0.1992,0.8899,0.9336,0.3403,0.8003,0.5355,[],cloud capacity,synthetic_demo
INV-2026-02840,INV-2026-02840,SUP-009,Rhine-Stahl Metals,direct_materials,39425.15,USD,PO-2026-012840,2026-10-16,0.1908,0.0831,0.5204,0.815,0.9325,0.4689,0.6819,0.282,[],aluminum billet,synthetic_demo
INV-2026-02841,INV-2026-02841,SUP-003,Northstar Packaging,indirect,3453.32,USD,PO-2026-012841,2026-10-17,0.2711,0.2532,0.2007,0.8689,0.9461,0.2468,0.7682,0.255,[],office supplies,synthetic_demo
INV-2026-02842,INV-2026-02842,SUP-003,Northstar Packaging,direct_materials,3581.7,USD,PO-2026-012842,2026-10-18,0.1773,0.1238,0.3102,0.8558,0.9546,0.6354,0.5371,0.2664,[],steel coil,synthetic_demo
INV-2026-02843,INV-2026-02843,SUP-008,Gridline Utilities,indirect,11814.27,USD,PO-2026-012843,2026-10-19,0.2003,0.0857,0.2801,0.8458,0.959,0.4649,0.7615,0.4435,[],safety consumables,synthetic_demo
INV-2026-02844,INV-2026-02844,SUP-009,Rhine-Stahl Metals,direct_materials,29143.88,USD,PO-2026-012844,2026-10-20,0.2687,0.086,0.5365,0.8692,0.8251,0.5877,0.7529,0.3919,[],steel coil,synthetic_demo
INV-2026-02845,INV-2026-02845,SUP-001,Aster Industrial Chemicals,direct_materials,8206.63,USD,PO-2026-012845,2026-10-21,0.3782,0.0751,0.7179,0.8846,0.8677,0.7266,0.841,0.2354,"[{""type"":""supplier_distress"",""severity"":""medium"",""description"":""Supplier financial or delivery health deteriorated.""},{""type"":""commodity_spike"",""severity"":""medium"",""description"":""Relevant commodity index moved sharply above its normal band.""}]",industrial chemicals,synthetic_demo
INV-2026-02846,INV-2026-02846,SUP-006,Meridian Office Services,indirect,1384.18,USD,PO-2026-012846,2026-10-22,0.4157,0.158,0.1802,0.8682,0.7747,0.3022,0.786,0.2049,"[{""type"":""compliance_flag"",""severity"":""high"",""description"":""Tax, regulatory, or documentation evidence requires review.""}]",packaging,synthetic_demo
INV-2026-02847,INV-2026-02847,SUP-008,Gridline Utilities,services,20635.27,USD,PO-2026-012847,2026-10-23,0.3398,0.1335,0.288,0.7212,0.9503,0.533,0.7747,0.2315,[],cloud capacity,synthetic_demo
INV-2026-02848,INV-2026-02848,SUP-009,Rhine-Stahl Metals,direct_materials,39059.39,USD,PO-2026-012848,2026-10-24,0.2004,0.1595,0.5091,0.8825,0.8569,0.7714,0.6134,0.4598,"[{""type"":""commodity_spike"",""severity"":""high"",""description"":""Relevant commodity index moved sharply above its normal band.""}]",steel coil,synthetic_demo
INV-2026-02849,INV-2026-02849,SUP-006,Meridian Office Services,services,1360.07,USD,PO-2026-012849,2026-10-25,0.1945,0.2621,0.3076,0.81,0.8841,0.2659,0.6771,0.2961,[],managed services,synthetic_demo
INV-2026-02850,INV-2026-02850,SUP-002,Pacifica Logistics,logistics,13687.35,USD,PO-2026-012850,2026-10-26,0.209,0.1157,0.4357,0.8606,0.8431,0.6837,0.711,0.362,[],fuel surcharge,synthetic_demo
INV-2026-02851,INV-2026-02851,SUP-005,Yangtze Raw Materials,direct_materials,20384.08,USD,PO-2026-012851,2026-10-27,0.1857,0.0855,0.686,0.8737,0.9207,0.6135,0.7837,0.2299,"[{""type"":""supplier_distress"",""severity"":""medium"",""description"":""Supplier financial or delivery health deteriorated.""}]",resin,synthetic_demo
INV-2026-02852,INV-2026-02852,SUP-010,Helix Lab Supplies,indirect,7603.29,USD,PO-2026-012852,2026-10-28,0.1811,0.137,0.4394,0.8536,0.9716,0.5191,0.8301,0.6622,[],office supplies,synthetic_demo
INV-2026-02853,INV-2026-02853,SUP-002,Pacifica Logistics,logistics,4854.98,USD,PO-2026-012853,2026-10-29,0.202,0.1426,0.5375,0.8469,0.9233,0.3326,0.731,0.2316,[],fuel surcharge,synthetic_demo
INV-2026-02854,INV-2026-02854,SUP-003,Northstar Packaging,direct_materials,4029.48,USD,PO-2026-012854,2026-10-30,0.1297,0.1272,0.2396,0.8274,0.9383,0.4274,0.8281,0.2044,[],industrial chemicals,synthetic_demo
INV-2026-02855,INV-2026-02855,SUP-006,Meridian Office Services,services,1318.44,USD,PO-2026-012855,2026-10-31,0.211,0.2285,0.1309,0.8447,0.8819,0.3583,0.8267,0.1652,[],managed services,synthetic_demo
INV-2026-02856,INV-2026-02856,SUP-010,Helix Lab Supplies,indirect,8850.72,USD,PO-2026-012856,2026-11-01,0.2618,0.2068,0.4226,0.8987,0.9362,0.4071,0.6564,0.3265,[],packaging,synthetic_demo
INV-2026-02857,INV-2026-02857,SUP-001,Aster Industrial Chemicals,direct_materials,36566.3,USD,PO-2026-012857,2026-11-02,0.1195,0.0345,0.5312,0.8981,0.8808,0.8031,0.7283,0.7218,"[{""type"":""commodity_spike"",""severity"":""high"",""description"":""Relevant commodity index moved sharply above its normal band.""}]",industrial chemicals,synthetic_demo
INV-2026-02858,INV-2026-02858,SUP-006,Meridian Office Services,services,1497.02,USD,PO-2026-012858,2026-11-03,0.254,0.4056,0.2312,0.5545,0.7722,0.5422,0.7917,0.3817,"[{""type"":""compliance_flag"",""severity"":""high"",""description"":""Tax, regulatory, or documentation evidence requires review.""}]",managed services,synthetic_demo
INV-2026-02859,INV-2026-02859,SUP-002,Pacifica Logistics,logistics,2473.01,USD,PO-2026-012859,2026-11-04,0.1434,0.09,0.5157,0.8708,0.9332,0.5993,0.8345,0.3549,[],truckload freight,synthetic_demo
INV-2026-02860,INV-2026-02860,SUP-007,Boreal Equipment Maintenance,mro,38483.85,USD,PO-2026-012860,2026-11-05,0.2746,0.1945,0.2798,0.8148,0.9449,0.5363,0.7566,0.377,[],replacement parts,synthetic_demo
INV-2026-02861,INV-2026-02861,SUP-001,Aster Industrial Chemicals,direct_materials,15900.06,USD,PO-2026-012861,2026-11-06,0.3013,0.0481,0.6132,0.9165,0.9464,0.6858,0.7553,0.2848,[],steel coil,synthetic_demo
INV-2026-02862,INV-2026-02862,SUP-003,Northstar Packaging,direct_materials,3906.15,USD,PO-2026-012862,2026-11-07,0.214,0.239,0.487,0.9428,0.8955,0.513,0.8699,0.1938,[],steel coil,synthetic_demo
INV-2026-02863,INV-2026-02863,SUP-008,Gridline Utilities,indirect,24372.52,USD,PO-2026-012863,2026-11-08,0.3975,0.2908,0.3308,0.8413,0.9195,0.6373,0.6889,0.172,[],utilities,synthetic_demo
INV-2026-02864,INV-2026-02864,SUP-010,Helix Lab Supplies,indirect,12609.58,USD,PO-2026-012864,2026-11-09,0.1498,0.1668,0.4241,0.7728,0.8972,0.6923,0.7626,0.3256,[],office supplies,synthetic_demo
INV-2026-02865,INV-2026-02865,SUP-001,Aster Industrial Chemicals,direct_materials,26971.56,USD,PO-2026-012865,2026-11-10,0.3978,0.125,0.5524,0.7867,0.8797,0.5693,0.7315,0.3487,[],resin,synthetic_demo
INV-2026-02866,INV-2026-02866,SUP-002,Pacifica Logistics,logistics,12644.39,USD,PO-2026-012866,2026-11-11,0.3239,0.2038,0.3144,0.8828,0.9174,0.6175,0.5913,0.2482,[],fuel surcharge,synthetic_demo
INV-2026-02867,INV-2026-02867,SUP-008,Gridline Utilities,indirect,27387.59,USD,PO-2026-012867,2026-11-12,0.2102,0.0835,0.2772,0.8597,0.8943,0.3387,0.8045,0.3765,[],office supplies,synthetic_demo
INV-2026-02868,INV-2026-02868,SUP-009,Rhine-Stahl Metals,direct_materials,29670.18,USD,PO-2026-012868,2026-11-13,0.3106,0.0639,0.5165,0.9379,0.8987,0.3622,0.6219,0.4709,[],resin,synthetic_demo
INV-2026-02869,INV-2026-02869,SUP-003,Northstar Packaging,indirect,1782.99,USD,PO-2026-012869,2026-11-14,0.517,0.111,0.2118,0.9027,0.9441,0.409,0.655,0.3534,[],office supplies,synthetic_demo
INV-2026-02870,INV-2026-02870,SUP-003,Northstar Packaging,direct_materials,1052.62,USD,PO-2026-012870,2026-11-15,0.1658,0.129,0.3169,0.9069,0.9595,0.5679,0.8815,0.5291,[],resin,synthetic_demo
INV-2026-02871,INV-2026-02871,SUP-005,Yangtze Raw Materials,direct_materials,82542.75,USD,PO-2026-012871,2026-11-16,0.1447,0.2931,0.5145,0.8995,0.892,0.3477,0.8309,0.4265,[],resin,synthetic_demo
INV-2026-02872,INV-2026-02872,SUP-009,Rhine-Stahl Metals,direct_materials,30024.16,USD,PO-2026-012872,2026-11-17,0.2428,0.115,0.5061,0.8452,0.8672,0.5816,0.722,0.4067,[],industrial chemicals,synthetic_demo
INV-2026-02873,INV-2026-02873,SUP-006,Meridian Office Services,services,1402.6,USD,PO-2026-012873,2026-11-18,0.276,0.0937,0.2429,0.8869,0.9392,0.2807,0.7163,0.2262,[],consulting hours,synthetic_demo
INV-2026-02874,INV-2026-02874,SUP-008,Gridline Utilities,services,27419.8,USD,PO-2026-012874,2026-11-19,0.2265,0.0923,0.3988,0.7532,0.9425,0.6475,0.8361,0.2211,[],facilities services,synthetic_demo
INV-2026-02875,INV-2026-02875,SUP-004,Novatek IT Services,services,40852.0,USD,PO-2026-012875,2026-11-20,0.4285,0.1947,0.2992,0.8697,0.9669,0.3026,0.6453,0.1328,[],cloud capacity,synthetic_demo
INV-2026-02876,INV-2026-02876,SUP-009,Rhine-Stahl Metals,direct_materials,76061.29,USD,PO-2026-012876,2026-11-21,0.2174,0.1561,0.5619,0.8775,0.8967,0.4943,0.8061,0.4809,[],resin,synthetic_demo
INV-2026-02877,INV-2026-02877,SUP-010,Helix Lab Supplies,mro,7461.75,USD,PO-2026-012877,2026-11-22,0.2074,0.2046,0.2919,0.8936,0.7733,0.4159,0.8591,0.4821,"[{""type"":""compliance_flag"",""severity"":""high"",""description"":""Tax, regulatory, or documentation evidence requires review.""}]",bearings,synthetic_demo
INV-2026-02878,INV-2026-02878,SUP-002,Pacifica Logistics,logistics,23247.82,USD,PO-2026-012878,2026-11-23,0.1629,0.0902,0.414,0.8664,0.9105,0.6214,0.6844,0.595,[],fuel surcharge,synthetic_demo
INV-2026-02879,INV-2026-02879,SUP-002,Pacifica Logistics,logistics,7555.24,USD,PO-2026-012879,2026-11-24,0.1781,0.3532,0.356,0.8542,0.9104,0.5013,0.6438,0.5339,[],fuel surcharge,synthetic_demo
INV-2026-02880,INV-2026-02880,SUP-009,Rhine-Stahl Metals,direct_materials,21204.72,USD,PO-2026-012880,2026-11-25,0.2331,0.0801,0.6575,0.914,0.8963,0.3392,0.7394,0.4131,"[{""type"":""supplier_distress"",""severity"":""medium"",""description"":""Supplier financial or delivery health deteriorated.""}]",industrial chemicals,synthetic_demo
INV-2026-02881,INV-2026-02881,SUP-003,Northstar Packaging,indirect,4154.94,USD,PO-2026-012881,2026-11-26,0.2564,0.2746,0.3049,0.7851,0.7856,0.4848,0.7363,0.1348,[],packaging,synthetic_demo
INV-2026-02882,INV-2026-02882,SUP-003,Northstar Packaging,direct_materials,5699.62,USD,PO-2026-012882,2026-11-27,0.2564,0.2859,0.2334,0.8792,0.9073,0.6439,0.8946,0.3352,[],steel coil,synthetic_demo
INV-2026-02883,INV-2026-02883,SUP-005,Yangtze Raw Materials,direct_materials,33871.76,USD,PO-2026-012883,2026-11-28,0.2059,0.235,0.5189,0.7478,0.8975,0.5632,0.803,0.4297,[],resin,synthetic_demo
INV-2026-02884,INV-2026-02884,SUP-002,Pacifica Logistics,logistics,4605.56,USD,PO-2026-012884,2026-11-29,0.1408,0.1233,0.4752,0.7672,0.8593,0.5235,0.8121,0.3796,[],pallets,synthetic_demo
INV-2026-02885,INV-2026-02885,SUP-001,Aster Industrial Chemicals,direct_materials,21849.67,USD,PO-2026-012885,2026-11-30,0.329,0.3428,0.5706,0.9157,0.8807,0.4233,0.6196,0.2662,[],resin,synthetic_demo
INV-2026-02886,INV-2026-02886,SUP-010,Helix Lab Supplies,mro,9447.41,USD,PO-2026-012886,2026-12-01,0.106,0.2637,0.3477,0.7571,0.9378,0.5167,0.8568,0.2475,[],replacement parts,synthetic_demo
INV-2026-02887,INV-2026-02887,SUP-007,Boreal Equipment Maintenance,mro,9820.72,USD,PO-2026-012887,2026-12-02,0.181,0.2298,0.321,0.8805,0.9039,0.4526,0.7806,0.2196,[],bearings,synthetic_demo
INV-2026-02888,INV-2026-02888,SUP-002,Pacifica Logistics,logistics,6875.84,USD,PO-2026-012888,2026-12-03,0.2509,0.0969,0.4181,0.7989,0.8729,0.5334,0.8877,0.6322,[],pallets,synthetic_demo
INV-2026-02889,INV-2026-02889,SUP-001,Aster Industrial Chemicals,direct_materials,7401.62,USD,PO-2026-012889,2026-12-04,0.2283,0.1264,0.5589,0.8057,0.9256,0.6231,0.6832,0.5293,[],industrial chemicals,synthetic_demo
INV-2026-02890,INV-2026-02890,SUP-006,Meridian Office Services,indirect,1299.95,USD,PO-2026-012890,2026-12-05,0.3129,0.0855,0.2568,0.8294,0.9629,0.2923,0.6551,0.3871,[],safety consumables,synthetic_demo
INV-2026-02891,INV-2026-02891,SUP-009,Rhine-Stahl Metals,mro,103973.02,USD,PO-2026-012891,2026-12-06,0.2234,0.1387,0.3927,0.8025,0.9239,0.284,0.797,0.3279,[],replacement parts,synthetic_demo
INV-2026-02892,INV-2026-02892,SUP-002,Pacifica Logistics,logistics,13558.16,USD,PO-2026-012892,2026-12-07,0.1946,0.1981,0.3835,0.9175,0.9404,0.2885,0.8929,0.3466,[],truckload freight,synthetic_demo
INV-2026-02893,INV-2026-02893,SUP-001,Aster Industrial Chemicals,direct_materials,17993.92,USD,PO-2026-012893,2026-12-08,0.2327,0.1329,0.546,0.9298,0.9237,0.5437,0.5844,0.5957,[],aluminum billet,synthetic_demo
INV-2026-02894,INV-2026-02894,SUP-003,Northstar Packaging,direct_materials,3944.15,USD,PO-2026-012894,2026-12-09,0.0851,0.3189,0.1825,0.898,0.9582,0.6297,0.6922,0.2123,[],resin,synthetic_demo
INV-2026-02895,INV-2026-02895,SUP-010,Helix Lab Supplies,mro,9684.01,USD,PO-2026-012895,2026-12-10,0.4802,0.3432,0.4065,0.8685,0.9088,0.6338,0.8017,0.1716,[],replacement parts,synthetic_demo
INV-2026-02896,INV-2026-02896,SUP-004,Novatek IT Services,services,23913.92,USD,PO-2026-012896,2026-12-11,0.3456,0.4015,0.3132,0.7632,0.9369,0.2988,0.8908,0.2325,[],consulting hours,synthetic_demo
INV-2026-02897,INV-2026-02897,SUP-003,Northstar Packaging,indirect,3801.01,USD,PO-2026-012897,2026-12-12,0.266,0.278,0.1903,0.8915,0.9527,0.4732,0.7511,0.2837,[],office supplies,synthetic_demo
INV-2026-02898,INV-2026-02898,SUP-003,Northstar Packaging,direct_materials,3777.28,USD,PO-2026-012898,2026-12-13,0.3054,0.3014,0.172,0.8852,0.9211,0.6229,0.7986,0.3855,[],resin,synthetic_demo
INV-2026-02899,INV-2026-02899,SUP-004,Novatek IT Services,services,30198.97,USD,PO-2026-012899,2026-12-14,0.1291,0.1669,0.2424,0.7526,0.9486,0.2165,0.8827,0.0898,[],facilities services,synthetic_demo
INV-2026-02900,INV-2026-02900,SUP-009,Rhine-Stahl Metals,mro,42778.34,USD,PO-2026-012900,2026-12-15,0.2121,0.0866,0.4948,0.8581,0.9556,0.3706,0.8402,0.5218,[],replacement parts,synthetic_demo
INV-2026-02901,INV-2026-02901,SUP-003,Northstar Packaging,indirect,6691.5,USD,PO-2026-012901,2026-12-16,0.4672,0.1182,0.2589,0.7609,0.8784,0.1732,0.6698,0.4321,[],utilities,synthetic_demo
INV-2026-02902,INV-2026-02902,SUP-006,Meridian Office Services,indirect,5091.34,USD,PO-2026-012902,2026-12-17,0.2838,0.1337,0.2778,0.8748,0.9565,0.4951,0.9227,0.3202,[],utilities,synthetic_demo
INV-2026-02903,INV-2026-02903,SUP-002,Pacifica Logistics,logistics,16568.59,USD,PO-2026-012903,2026-12-18,0.3484,0.1116,0.2918,0.9158,0.8559,0.6142,0.8109,0.2151,[],truckload freight,synthetic_demo
INV-2026-02904,INV-2026-02904,SUP-008,Gridline Utilities,services,20697.77,USD,PO-2026-012904,2026-12-19,0.2767,0.2365,0.3403,0.7626,0.9205,0.2789,0.8349,0.3163,[],consulting hours,synthetic_demo
INV-2026-02905,INV-2026-02905,SUP-007,Boreal Equipment Maintenance,mro,14611.11,USD,PO-2026-012905,2026-12-20,0.113,0.119,0.4127,0.9137,0.8226,0.3263,0.8902,0.2922,[],bearings,synthetic_demo
INV-2026-02906,INV-2026-02906,SUP-003,Northstar Packaging,direct_materials,3050.19,USD,PO-2026-012906,2026-12-21,0.4769,0.1777,0.3087,0.8818,0.8935,0.6523,0.8473,0.4626,[],industrial chemicals,synthetic_demo
INV-2026-02907,INV-2026-02907,SUP-002,Pacifica Logistics,logistics,7319.8,USD,PO-2026-012907,2026-12-22,0.3794,0.0965,0.43,0.8393,0.9141,0.2616,0.773,0.4465,[],pallets,synthetic_demo
INV-2026-02908,INV-2026-02908,SUP-002,Pacifica Logistics,logistics,17835.28,USD,PO-2026-012908,2026-12-23,0.0698,0.2935,0.4779,0.8663,0.8751,0.3806,0.7094,0.3552,[],ocean freight,synthetic_demo
INV-2026-02909,INV-2026-02909,SUP-003,Northstar Packaging,indirect,4664.25,USD,PO-2026-012909,2026-12-24,0.2098,0.3697,0.2539,0.9069,0.7658,0.5073,0.7668,0.2468,"[{""type"":""compliance_flag"",""severity"":""high"",""description"":""Tax, regulatory, or documentation evidence requires review.""}]",utilities,synthetic_demo
INV-2026-02910,INV-2026-02910,SUP-003,Northstar Packaging,direct_materials,3638.57,USD,PO-2026-012910,2026-12-25,0.1012,0.1871,0.4225,0.8931,0.9056,0.5465,0.8332,0.49,[],resin,synthetic_demo
INV-2026-02911,INV-2026-02911,SUP-004,Novatek IT Services,services,24482.59,USD,PO-2026-012911,2026-12-26,0.2206,0.1977,0.2978,0.8382,0.9005,0.2962,0.8597,0.2412,[],cloud capacity,synthetic_demo
INV-2026-02912,INV-2026-02912,SUP-009,Rhine-Stahl Metals,direct_materials,47109.25,USD,PO-2026-012912,2026-12-27,0.2819,0.14,0.477,0.9396,0.9626,0.6256,0.7854,0.21,[],resin,synthetic_demo
INV-2026-02913,INV-2026-02913,SUP-003,Northstar Packaging,indirect,4338.63,USD,PO-2026-012913,2026-12-28,0.1512,0.0831,0.1813,0.8664,0.9364,0.6916,0.6864,0.2752,[],office supplies,synthetic_demo
INV-2026-02914,INV-2026-02914,SUP-003,Northstar Packaging,direct_materials,7311.3,USD,PO-2026-012914,2026-12-29,0.4137,0.1424,0.3652,0.9056,0.8433,0.5503,0.7302,0.2311,[],steel coil,synthetic_demo
INV-2026-02915,INV-2026-02915,SUP-005,Yangtze Raw Materials,direct_materials,40230.8,USD,PO-2026-012915,2026-12-30,0.2781,0.0502,0.6926,0.8605,0.8673,0.4904,0.8001,0.215,"[{""type"":""supplier_distress"",""severity"":""medium"",""description"":""Supplier financial or delivery health deteriorated.""}]",aluminum billet,synthetic_demo
INV-2026-02916,INV-2026-02916,SUP-009,Rhine-Stahl Metals,direct_materials,33240.44,USD,PO-2026-012916,2026-12-31,0.1435,0.2101,0.5219,0.8434,0.9203,0.4917,0.8241,0.4525,[],aluminum billet,synthetic_demo
INV-2026-02917,INV-2026-02917,SUP-003,Northstar Packaging,indirect,2603.8,USD,PO-2026-012917,2027-01-01,0.1348,0.1839,0.183,0.8533,0.9544,0.3552,0.8607,0.5451,[],packaging,synthetic_demo
INV-2026-02918,INV-2026-02918,SUP-003,Northstar Packaging,direct_materials,3968.0,USD,PO-2026-012918,2027-01-02,0.153,0.1157,0.232,0.9304,0.9346,0.4072,0.7544,0.4097,[],industrial chemicals,synthetic_demo
INV-2026-02919,INV-2026-02919,SUP-005,Yangtze Raw Materials,direct_materials,100452.78,USD,PO-2026-012919,2027-01-03,0.3405,0.2904,0.6256,0.869,0.9387,0.6677,0.8105,0.3183,[],steel coil,synthetic_demo
INV-2026-02920,INV-2026-02920,SUP-002,Pacifica Logistics,logistics,4095.91,USD,PO-2026-012920,2027-01-04,0.2008,0.06,0.4528,0.7143,0.9058,0.3211,0.7577,0.301,[],ocean freight,synthetic_demo
INV-2026-02921,INV-2026-02921,SUP-001,Aster Industrial Chemicals,direct_materials,22497.33,USD,PO-2026-012921,2026-01-05,0.345,0.073,0.6211,0.8703,0.9449,0.8372,0.7896,0.4773,"[{""type"":""commodity_spike"",""severity"":""high"",""description"":""Relevant commodity index moved sharply above its normal band.""}]",resin,synthetic_demo
INV-2026-02922,INV-2026-02922,SUP-003,Northstar Packaging,direct_materials,4099.83,USD,PO-2026-012922,2026-01-06,0.3101,0.0513,0.3927,0.9043,0.9124,0.7085,0.8298,0.356,[],steel coil,synthetic_demo
INV-2026-02923,INV-2026-02923,SUP-004,Novatek IT Services,services,36489.69,USD,PO-2026-012923,2026-01-07,0.1245,0.1719,0.1362,0.7375,0.9369,0.3857,0.7451,0.377,[],managed services,synthetic_demo
INV-2026-02924,INV-2026-02924,SUP-010,Helix Lab Supplies,indirect,6279.99,USD,PO-2026-012924,2026-01-08,0.0666,0.1148,0.2789,0.8922,0.895,0.6101,0.8802,0.196,[],utilities,synthetic_demo
INV-2026-02925,INV-2026-02925,SUP-010,Helix Lab Supplies,mro,12555.84,USD,PO-2026-012925,2026-01-09,0.3602,0.0668,0.2629,0.8833,0.8765,0.6374,0.8942,0.444,[],maintenance kits,synthetic_demo
INV-2026-02926,INV-2026-02926,SUP-004,Novatek IT Services,services,27112.97,USD,PO-2026-012926,2026-01-10,0.2293,0.1278,0.2402,0.8255,0.9137,0.2832,0.7702,0.3318,[],consulting hours,synthetic_demo
INV-2026-02927,INV-2026-02927,SUP-005,Yangtze Raw Materials,direct_materials,27542.54,USD,PO-2026-012927,2026-01-11,0.0706,0.1649,0.5946,0.8161,0.7565,0.4105,0.6942,0.4727,"[{""type"":""compliance_flag"",""severity"":""high"",""description"":""Tax, regulatory, or documentation evidence requires review.""}]",steel coil,synthetic_demo
INV-2026-02928,INV-2026-02928,SUP-010,Helix Lab Supplies,indirect,10070.36,USD,PO-2026-012928,2026-01-12,0.1517,0.1217,0.2215,0.8335,0.9157,0.2443,0.7152,0.3194,[],safety consumables,synthetic_demo
INV-2026-02929,INV-2026-02929,SUP-003,Northstar Packaging,indirect,2489.34,USD,PO-2026-012929,2026-01-13,0.3112,0.1664,0.3172,0.8259,0.8999,0.6115,0.8071,0.3289,[],office supplies,synthetic_demo
INV-2026-02930,INV-2026-02930,SUP-002,Pacifica Logistics,logistics,17022.58,USD,PO-2026-012930,2026-01-14,0.1556,0.2255,0.4395,0.9145,0.9043,0.4912,0.881,0.4854,[],ocean freight,synthetic_demo
INV-2026-02931,INV-2026-02931,SUP-005,Yangtze Raw Materials,direct_materials,30757.44,USD,PO-2026-012931,2026-01-15,0.2494,0.2261,0.7305,0.9048,0.7437,0.6582,0.7546,0.5266,"[{""type"":""supplier_distress"",""severity"":""medium"",""description"":""Supplier financial or delivery health deteriorated.""},{""type"":""compliance_flag"",""severity"":""medium"",""description"":""Tax, regulatory, or documentation evidence requires review.""}]",resin,synthetic_demo
INV-2026-02932,INV-2026-02932,SUP-010,Helix Lab Supplies,indirect,7269.12,USD,PO-2026-012932,2026-01-16,0.1713,0.1959,0.2798,0.8372,0.9001,0.2477,0.7685,0.2505,[],safety consumables,synthetic_demo
INV-2026-02933,INV-2026-02933,SUP-003,Northstar Packaging,indirect,3332.72,USD,PO-2026-012933,2026-01-17,0.2578,0.2083,0.2579,0.9269,0.9135,0.2113,0.8231,0.1922,[],utilities,synthetic_demo
INV-2026-02934,INV-2026-02934,SUP-003,Northstar Packaging,direct_materials,3736.75,USD,PO-2026-012934,2026-01-18,0.132,0.2438,0.2565,0.8737,0.9605,0.6292,0.8518,0.3633,[],industrial chemicals,synthetic_demo
INV-2026-02935,INV-2026-02935,SUP-005,Yangtze Raw Materials,direct_materials,88307.44,USD,PO-2026-012935,2026-01-19,0.1688,0.3293,0.6298,0.9131,0.9035,0.4649,0.697,0.398,[],steel coil,synthetic_demo
INV-2026-02936,INV-2026-02936,SUP-006,Meridian Office Services,services,2254.55,USD,PO-2026-012936,2026-01-20,0.3054,0.1723,0.2255,0.831,0.9066,0.3825,0.8057,0.1885,[],managed services,synthetic_demo
INV-2026-02937,INV-2026-02937,SUP-008,Gridline Utilities,services,19972.47,USD,PO-2026-012937,2026-01-21,0.2075,0.1537,0.3945,0.7583,0.8575,0.2384,0.7148,0.4233,[],cloud capacity,synthetic_demo
INV-2026-02938,INV-2026-02938,SUP-003,Northstar Packaging,direct_materials,3465.18,USD,PO-2026-012938,2026-01-22,0.2388,0.1046,0.2141,0.8632,0.9121,0.4266,0.7009,0.5019,[],steel coil,synthetic_demo
INV-2026-02939,INV-2026-02939,SUP-006,Meridian Office Services,services,2141.12,USD,PO-2026-012939,2026-01-23,0.2255,0.0967,0.3296,0.8905,0.9126,0.4186,0.8226,0.2838,[],consulting hours,synthetic_demo
INV-2026-02940,INV-2026-02940,SUP-009,Rhine-Stahl Metals,direct_materials,36513.12,USD,PO-2026-012940,2026-01-24,0.2165,0.112,0.3606,0.8539,0.9001,0.6529,0.8686,0.3633,[],steel coil,synthetic_demo
INV-2026-02941,INV-2026-02941,SUP-004,Novatek IT Services,services,27933.72,USD,PO-2026-012941,2026-01-25,0.1314,0.11,0.2379,0.8238,0.9536,0.3538,0.6581,0.168,[],cloud capacity,synthetic_demo
INV-2026-02942,INV-2026-02942,SUP-003,Northstar Packaging,direct_materials,4501.27,USD,PO-2026-012942,2026-01-26,0.11,0.1985,0.4316,0.9298,0.9006,0.5882,0.7637,0.2767,[],resin,synthetic_demo
INV-2026-02943,INV-2026-02943,SUP-005,Yangtze Raw Materials,direct_materials,39711.84,USD,PO-2026-012943,2026-01-27,0.3221,0.1682,0.6317,0.8363,0.8615,0.5994,0.8863,0.3651,[],resin,synthetic_demo
INV-2026-02944,INV-2026-02944,SUP-009,Rhine-Stahl Metals,direct_materials,68744.96,USD,PO-2026-012944,2026-01-28,0.3954,0.0759,0.5275,0.9,0.9273,0.534,0.7547,0.4289,[],resin,synthetic_demo
INV-2026-02945,INV-2026-02945,SUP-003,Northstar Packaging,indirect,4828.28,USD,PO-2026-012945,2026-01-29,0.139,0.1203,0.2689,0.7774,0.9279,0.4374,0.8516,0.411,[],office supplies,synthetic_demo
INV-2026-02946,INV-2026-02946,SUP-003,Northstar Packaging,direct_materials,3343.18,USD,PO-2026-012946,2026-01-30,0.3787,0.1222,0.3621,0.9444,0.9424,0.6532,0.7652,0.4876,[],industrial chemicals,synthetic_demo
INV-2026-02947,INV-2026-02947,SUP-005,Yangtze Raw Materials,direct_materials,31972.82,USD,PO-2026-012947,2026-01-31,0.2196,0.1462,0.5749,0.8834,0.7904,0.5614,0.7518,0.2638,[],steel coil,synthetic_demo
INV-2026-02948,INV-2026-02948,SUP-010,Helix Lab Supplies,indirect,5370.24,USD,PO-2026-012948,2026-02-01,0.168,0.1235,0.3577,0.7904,0.9005,0.3341,0.8653,0.1611,[],utilities,synthetic_demo
